CURSO;TURNO;CAMPUS;ANO;SEM;QUANTIDADE
13LIT-LETRAS;INTEGRAL;JUIZ DE FORA;2020;2;         1
13LIT-LETRAS;INTEGRAL;JUIZ DE FORA;2021;2;         1
13LLT-LETRAS;INTEGRAL;JUIZ DE FORA;2016;2;         1
13LLT-LETRAS;INTEGRAL;JUIZ DE FORA;2018;1;         1
13LLT-LETRAS;INTEGRAL;JUIZ DE FORA;2019;1;         2
13LLT-LETRAS;INTEGRAL;JUIZ DE FORA;2020;2;         2
13LLT-LETRAS;INTEGRAL;JUIZ DE FORA;2021;1;         1
13LPO/CL-LETRAS;INTEGRAL;JUIZ DE FORA;2020;1;         9
13LPO/CL-LETRAS;INTEGRAL;JUIZ DE FORA;2021;1;         2
13LPO/CL-LETRAS;INTEGRAL;JUIZ DE FORA;2022;2;         1
13LPO/FR-LETRAS;INTEGRAL;JUIZ DE FORA;2015;1;         3
13LPO/FR-LETRAS;INTEGRAL;JUIZ DE FORA;2016;1;         1
13LPO/FR-LETRAS;INTEGRAL;JUIZ DE FORA;2017;1;         5
13LPO/FR-LETRAS;INTEGRAL;JUIZ DE FORA;2017;2;         1
13LPO/FR-LETRAS;INTEGRAL;JUIZ DE FORA;2018;1;         2
13LPO/FR-LETRAS;INTEGRAL;JUIZ DE FORA;2018;2;         1
13LPO/FR-LETRAS;INTEGRAL;JUIZ DE FORA;2019;1;         3
13LPO/FR-LETRAS;INTEGRAL;JUIZ DE FORA;2020;1;         6
13LPO/FR-LETRAS;INTEGRAL;JUIZ DE FORA;2021;1;         2
13LPO/FR-LETRAS;INTEGRAL;JUIZ DE FORA;2022;1;         2
13LPO/IT-LETRAS;INTEGRAL;JUIZ DE FORA;2016;1;         1
13LPO/IT-LETRAS;INTEGRAL;JUIZ DE FORA;2017;2;         1
13LPO/IT-LETRAS;INTEGRAL;JUIZ DE FORA;2018;1;         2
13LPO/IT-LETRAS;INTEGRAL;JUIZ DE FORA;2019;1;         1
13LPO/IT-LETRAS;INTEGRAL;JUIZ DE FORA;2020;1;         2
13LPO/IT-LETRAS;INTEGRAL;JUIZ DE FORA;2021;1;         5
13LPO/IT-LETRAS;INTEGRAL;JUIZ DE FORA;2021;2;         1
13LPO/IT-LETRAS;INTEGRAL;JUIZ DE FORA;2022;1;         1
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;1997;2;         1
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2001;1;         1
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2003;1;         1
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2006;2;         1
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2007;2;         1
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2008;1;         3
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2008;2;         2
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2009;1;         6
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2010;1;         9
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2010;2;         3
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2011;1;        18
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2012;1;        24
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2013;1;        11
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2013;2;         1
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2014;1;        22
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2014;2;         1
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2015;1;        25
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2015;2;         5
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2016;1;        14
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2016;2;         2
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2017;1;        20
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2018;1;        19
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2018;2;         3
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2019;1;        19
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2019;2;         2
13LPO-LETRAS;INTEGRAL;JUIZ DE FORA;2020;1;         1
13LPO/LT-LETRAS;INTEGRAL;JUIZ DE FORA;2015;1;         2
13LPO/LT-LETRAS;INTEGRAL;JUIZ DE FORA;2016;1;         2
13LPO/LT-LETRAS;INTEGRAL;JUIZ DE FORA;2016;2;         2
13LPO/LT-LETRAS;INTEGRAL;JUIZ DE FORA;2017;1;         1
13LPO/LT-LETRAS;INTEGRAL;JUIZ DE FORA;2017;2;         3
13LPO/LT-LETRAS;INTEGRAL;JUIZ DE FORA;2018;1;         2
13LPO/LT-LETRAS;INTEGRAL;JUIZ DE FORA;2019;1;         3
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1984;2;         1
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1985;1;         1
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1985;2;         1
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1986;1;         1
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1987;1;         2
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1988;1;       255
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1990;1;         3
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1991;2;         2
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1992;1;         2
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1993;1;         2
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1994;1;         1
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1994;2;         1
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1995;1;         2
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1996;1;         2
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1996;2;         2
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1997;1;         9
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1998;1;        13
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1998;2;         1
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;1999;1;        15
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2000;1;        45
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2001;1;        14
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2002;1;        19
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2003;1;        21
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2003;2;         1
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2004;1;        36
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2004;2;         3
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2005;1;        31
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2006;1;        36
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2007;1;        28
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2008;1;        31
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2008;2;         1
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2009;1;         1
14A-MATEMÁTICA;INTEGRAL;JUIZ DE FORA;2011;1;         1
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1979;2;         1
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1982;1;         1
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1983;1;         1
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1984;1;         1
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1984;2;         5
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1985;1;         2
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1985;2;         1
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1986;1;         7
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1986;2;         2
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1987;1;         9
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1987;2;        11
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1988;1;      2291
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1988;2;         2
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1989;1;         5
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1989;2;         7
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1990;1;         7
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1990;2;         4
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1991;1;        11
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1991;2;         5
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1992;1;         4
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1992;2;         5
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1993;1;         4
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1993;2;         6
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1994;1;         7
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1994;2;         6
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1995;1;         8
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1995;2;        13
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1996;1;        24
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1996;2;        80
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1997;1;        79
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1997;2;        78
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1998;1;        76
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1998;2;        19
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1999;1;        17
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;1999;2;        15
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2000;1;        78
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2000;2;        80
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2001;1;       164
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2001;2;        73
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2002;1;        51
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2002;2;        50
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2003;1;        86
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2003;2;        80
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2004;1;       170
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2004;2;       142
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2005;1;       143
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2005;2;        84
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2006;1;        88
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2006;2;        93
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2007;1;        80
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2007;2;        89
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2008;1;        82
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2008;2;        82
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2009;1;        80
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2009;2;        80
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2010;1;        80
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2010;2;        82
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2011;1;        80
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2011;2;        82
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2012;1;        91
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2012;2;       106
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2013;1;       124
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2013;2;       117
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2014;1;       131
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2014;2;       104
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2015;1;        91
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2015;2;       104
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2016;1;        93
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2016;2;        91
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2017;1;       104
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2017;2;        86
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2018;1;        94
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2018;2;        90
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2019;1;        91
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2019;2;        88
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2020;1;        94
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2020;2;        86
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2021;1;        88
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2021;2;        91
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2022;1;        91
15A-MEDICINA;INTEGRAL;JUIZ DE FORA;2022;2;        85
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1986;2;         1
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1987;2;         1
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1988;1;       893
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1988;2;         1
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1989;1;         3
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1990;1;         4
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1990;2;         1
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1991;1;         1
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1992;1;         2
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1992;2;         2
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1993;1;         3
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1993;2;         1
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1994;1;         4
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1995;1;         1
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1995;2;         2
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1996;1;         3
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1996;2;        12
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1997;1;         7
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1997;2;        40
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1998;1;        40
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1998;2;        41
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1999;1;        39
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;1999;2;        11
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2000;1;        39
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2000;2;        17
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2001;1;        32
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2001;2;        40
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2002;1;        32
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2002;2;        36
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2003;1;        41
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2003;2;        45
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2004;1;        74
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2004;2;        70
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2005;1;        68
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2005;2;        40
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2006;1;        44
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2006;2;        45
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2007;1;        42
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2007;2;        43
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2008;1;        38
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2008;2;        43
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2009;1;        40
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2009;2;        40
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2010;1;        39
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2010;2;        42
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2011;1;        41
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2011;2;        47
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2012;1;        50
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2012;2;        53
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2013;1;        66
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2013;2;        55
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2014;1;        79
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2014;2;        50
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2015;1;        50
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2015;2;        53
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2016;1;        51
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2016;2;        54
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2017;1;        52
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2017;2;        50
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2018;1;        47
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2018;2;        48
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2019;1;        50
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2019;2;        49
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2020;1;        47
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2020;2;        43
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2021;1;        47
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2021;2;        45
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2022;1;        46
16A-ODONTOLOGIA;INTEGRAL;JUIZ DE FORA;2022;2;        46
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1979;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1980;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1984;1;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1986;1;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1987;1;         2
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1987;2;         3
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1988;1;       675
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1988;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1989;1;         3
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1990;1;         3
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1990;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1991;1;         4
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1992;1;         3
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1992;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1993;1;         2
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1994;1;         7
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1995;1;         8
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1996;1;         8
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1996;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1997;1;        13
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1998;1;        14
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1999;1;        31
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;1999;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2000;1;       117
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2000;2;         2
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2001;1;        15
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2002;1;        34
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2003;1;        40
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2003;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2004;1;        49
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2004;2;        26
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2005;1;        51
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2005;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2006;1;        44
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2007;1;        41
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2008;1;        41
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2009;1;        49
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2009;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2010;1;        43
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2010;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2011;1;        43
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2011;2;         4
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2012;1;        49
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2012;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2013;1;        33
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2013;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2014;1;        85
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2014;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2015;1;        35
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2015;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2016;1;        44
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2016;2;         5
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2017;1;        45
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2017;2;         2
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2018;1;        37
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2018;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2019;1;        38
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2019;2;         1
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2020;1;        38
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2021;1;        37
17A-PEDAGOGIA;MATUTINO;JUIZ DE FORA;2022;1;        33
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1973;2;         1
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1981;1;         1
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1982;2;         1
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1988;1;       289
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1990;1;         1
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1991;1;         1
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1992;1;         2
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1993;1;         3
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1993;2;         1
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1994;1;         8
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1994;2;         8
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1995;1;         5
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1995;2;         9
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1996;1;         5
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1996;2;        11
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1997;1;        15
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1997;2;        20
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1998;1;        18
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1998;2;        19
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1999;1;        22
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;1999;2;        23
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2000;1;        38
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2000;2;        13
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2001;1;        17
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2001;2;        24
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2002;1;        22
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2002;2;        23
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2003;1;        25
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2003;2;        28
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2004;1;        36
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2004;2;        37
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2005;1;        38
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2005;2;        25
18A-QUÍMICA;INTEGRAL;JUIZ DE FORA;2006;1;        15
18B-QUÍMICA;INTEGRAL;JUIZ DE FORA;2010;1;         1
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1987;1;         1
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1987;2;         1
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1988;1;       632
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1988;2;         2
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1989;1;         1
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1990;2;         1
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1991;1;         1
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1991;2;         1
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1992;1;         1
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1993;2;         1
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1994;2;         1
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1995;1;         4
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1995;2;         3
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1996;1;         6
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1996;2;         6
19A-SERVIÇO SOCIAL;MATUTINO;JUIZ DE FORA;1997;1;         4
