CURSO;TURNO;CAMPUS;ANO;SEM;QUANTIDADE
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2011;1;        22
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2011;2;        27
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2012;1;        33
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2012;2;        26
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2013;1;        26
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2013;2;        30
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2014;1;        39
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2014;2;        31
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2015;1;        21
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2015;2;        25
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2016;1;        21
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2016;2;        31
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2017;1;        21
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2017;2;        20
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2018;1;        21
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2018;2;        22
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2019;1;        22
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2019;2;        24
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2020;1;        21
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2020;2;        18
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2021;1;        22
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2021;2;        21
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2022;1;        19
69C-ENGENHARIA ELÉTRICA - SISTEMAS DE POTÊNCIA;INTEGRAL;JUIZ DE FORA;2022;2;        11
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2010;1;        16
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2010;2;        19
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2011;1;        24
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2011;2;        21
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2012;1;        22
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2012;2;        25
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2013;1;        23
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2013;2;        26
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2014;1;        48
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2014;2;        30
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2015;1;        20
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2015;2;        22
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2016;1;        24
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2016;2;        24
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2017;1;        22
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2017;2;        18
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2018;1;        21
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2018;2;        22
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2019;1;        21
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2019;2;        22
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2020;1;        22
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2020;2;        18
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2021;1;        18
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2021;2;        21
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2022;1;        19
69D-ENGENHARIA ELÉTRICA - TELECOMUNICAÇÕES;INTEGRAL;JUIZ DE FORA;2022;2;        17
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2008;1;         1
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2008;2;         1
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2009;1;         1
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2010;1;        41
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2010;2;         1
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2011;1;        51
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2012;1;        47
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2012;2;         3
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2013;1;        49
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2013;2;         2
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2014;1;        70
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2014;2;         2
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2015;1;        39
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2016;1;        42
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2016;2;         1
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2017;1;        46
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2017;2;         3
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2018;1;        42
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2019;1;        41
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2020;1;        38
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2021;1;        38
70A-ENGENHARIA ELÉTRICA - ENERGIA;NOTURNO;JUIZ DE FORA;2022;1;        34
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2009;1;         3
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2010;1;        26
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2010;2;        28
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2011;1;        28
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2011;2;        35
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2012;1;        30
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2012;2;        29
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2013;1;        27
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2013;2;        31
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2014;1;        59
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2014;2;        31
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2015;1;        22
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2015;2;        27
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2016;1;        28
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2016;2;        26
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2017;1;        24
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2017;2;        27
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2018;1;        24
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2018;2;        23
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2019;1;        25
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2019;2;        22
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2020;1;        26
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2020;2;        23
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2021;1;        20
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2021;2;        20
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2022;1;        19
71A-ENGENHARIA MECÂNICA;INTEGRAL;JUIZ DE FORA;2022;2;        18
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2006;2;         1
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2009;1;         2
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2009;2;         1
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2010;1;        94
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2010;2;         1
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2011;1;       113
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2011;2;         9
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2012;1;       100
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2012;2;         3
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2013;1;       105
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2013;2;         5
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2014;1;       306
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2015;1;       154
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2016;1;       178
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2016;2;        10
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2017;1;       151
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2018;1;       126
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2019;1;       138
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2020;1;       135
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2021;1;       134
72A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;INTEGRAL;JUIZ DE FORA;2022;1;       103
72B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2012;2;         1
72B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2013;1;        11
72B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2014;2;         8
72B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2015;1;         1
72B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2016;1;         2
72B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2017;1;         1
72B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2018;1;         3
72BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2017;1;         1
72C-ABI - CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2012;2;         1
72C-ABI - CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2013;2;         1
72C-ABI - CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2015;1;         2
72C-ABI - CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2015;2;         4
72C-ABI - CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2016;1;         3
72C-ABI - CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2016;2;         1
72CB-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2012;2;         1
72CB-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2013;1;         4
72CB-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2013;2;         9
72CB-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2014;1;         4
72CB-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2014;2;         4
72CB-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2015;1;         4
72CB-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2015;2;         2
72CB-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2017;1;         1
72CB-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2017;2;         1
72CB-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2018;1;         1
72CB-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2019;1;         2
72CL-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2013;2;         2
72CL-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2014;1;         1
72CL-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2014;2;         1
72CL-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2015;1;         1
72CL-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2016;1;         2
72CL-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2016;2;         2
72CL-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2017;1;         2
72CL-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2017;2;         1
72CL-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2019;1;         1
72CL-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2021;1;         1
72CL-CIÊNCIAS SOCIAIS;INTEGRAL;JUIZ DE FORA;2021;2;         1
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2012;2;        15
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2013;1;        10
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2013;2;         9
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2014;1;         4
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2014;2;         2
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2015;1;         7
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2015;2;         5
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2016;1;         1
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2016;2;         3
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2017;1;         6
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2017;2;         7
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2018;1;         6
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2018;2;         1
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2019;1;         6
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2020;1;         1
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2020;2;         2
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2021;1;         1
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2021;2;         1
72D-TURISMO;INTEGRAL;JUIZ DE FORA;2022;2;         1
72E-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2013;1;         2
72E-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2014;2;         1
72E-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2016;1;         1
72E-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2017;1;         2
72E-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2019;1;         5
72E-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2019;2;         6
72E-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2020;1;         4
72E-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2020;2;         5
72E-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2021;1;         5
72E-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2021;2;         2
72E-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2022;1;         7
72E-ABI - FILOSOFIA;INTEGRAL;JUIZ DE FORA;2022;2;         4
72EB-FILOSOFIA;DIURNO;JUIZ DE FORA;2015;1;         1
72EB-FILOSOFIA;DIURNO;JUIZ DE FORA;2015;2;         4
72EB-FILOSOFIA;DIURNO;JUIZ DE FORA;2016;1;         4
72EB-FILOSOFIA;DIURNO;JUIZ DE FORA;2017;1;         4
72EB-FILOSOFIA;DIURNO;JUIZ DE FORA;2018;1;         1
72EB-FILOSOFIA;DIURNO;JUIZ DE FORA;2018;2;         2
72EB-FILOSOFIA;DIURNO;JUIZ DE FORA;2019;1;         2
72EB-FILOSOFIA;DIURNO;JUIZ DE FORA;2019;2;         1
72EB-FILOSOFIA;DIURNO;JUIZ DE FORA;2020;1;         2
72EB-FILOSOFIA;DIURNO;JUIZ DE FORA;2022;1;         2
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2015;1;         1
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2015;2;         1
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2016;1;         1
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2016;2;         1
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2017;1;         2
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2017;2;         8
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2018;1;         4
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2018;2;         1
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2019;1;         5
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2019;2;         4
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2020;1;         2
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2020;2;         1
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2021;1;         1
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2021;2;         1
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2022;1;         3
72EL-FILOSOFIA;INTEGRAL;JUIZ DE FORA;2022;2;         1
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2007;1;         2
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2008;1;         2
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2008;2;         1
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2009;1;         1
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2009;2;         1
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2010;1;         1
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2010;2;        91
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2011;1;        20
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2011;2;       161
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2012;1;        19
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2012;2;       136
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2013;2;       155
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2014;1;         1
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2014;2;       193
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2015;1;         5
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2015;2;       146
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2016;2;       183
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2017;1;        18
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2017;2;       136
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2018;2;       151
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2019;2;       147
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2020;2;       115
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2021;2;       127
73A-BACHARELADO INTERDISCIPLINAR EM CIÊNCIAS HUMANAS;NOTURNO;JUIZ DE FORA;2022;2;        96
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2013;1;         4
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2013;2;         2
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2014;1;         3
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2014;2;         3
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2015;1;         4
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2015;2;         4
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2016;1;        10
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2016;2;        10
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2017;1;        21
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2017;2;        23
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2018;1;         3
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2018;2;         5
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2019;1;         1
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2020;1;        16
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2021;2;         2
73B-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2022;1;        12
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2013;1;         8
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2013;2;         3
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2014;1;         3
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2014;2;         3
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2015;1;         5
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2016;1;        13
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2016;2;        10
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2017;1;        16
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2017;2;        33
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2018;1;         8
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2018;2;         5
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2019;1;         7
73BL-CIÊNCIA DA RELIGIÃO;NOTURNO;JUIZ DE FORA;2019;2;         2
